#{"t_start": 1651446629.8485136, "env_id": "DeepDefragmentation-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,reward,number_movements,number_defragmentation_procedure,number_arrivals,bit_rate_blocking_rate,number_movements_episode,number_defragmentation_procedure_episode,service_blocked_eopisode
108.6,200,40.081766,0.0,0.045925925925925926,108.5999999999997,7251,1131,1349,0.07057395163291975,176,21,0
96.963704,200,40.743999,0.08333333333333333,0.04661325564457393,96.96370410129151,7428,1148,1372,0.07144927833300635,177,17,2
112.8,200,41.417119,0.0,0.0460431654676259,112.79999999999967,7611,1162,1389,0.07054041474294669,183,14,0
106.8,200,42.12163,0.0,0.04516584333098095,106.7999999999997,7784,1186,1416,0.06933768304153726,173,24,0
111.4,200,42.816596,0.0,0.044661549197487785,111.39999999999965,7968,1201,1432,0.06861622998810464,184,15,0
110.4,200,43.446418,0.0,0.04416839199447895,110.39999999999966,8152,1217,1448,0.06796638449475072,184,16,0
113.6,200,44.086386,0.0,0.043745727956254275,113.59999999999964,8338,1229,1462,0.0672545004010463,186,12,0
97.674711,200,44.899692,0.041666666666666664,0.04374158815612382,97.67471065480271,8515,1251,1485,0.06715389343651926,177,22,1
91.600798,200,45.705518,0.05263157894736842,0.043882978723404256,91.60079778416564,8697,1269,1503,0.0673614879404225,182,18,1
45.452496,200,47.405599,0.06666666666666667,0.04413702239789196,45.452496264078725,8883,1282,1517,0.06774260983696788,186,13,1
57.490338,200,48.10955,0.047619047619047616,0.044213263979193757,57.49033819760576,9063,1300,1537,0.06790266935839813,180,18,1
112.0,200,48.773036,0.0,0.0437862202189311,111.99999999999966,9248,1314,1552,0.06747971066776365,185,14,0
109.841132,200,49.43646,0.0625,0.04400510204081633,109.84113225194514,9433,1326,1567,0.06788360019645102,185,12,1
101.8,211,50.08567,0.0,0.043670886075949364,112.79999999999964,9621,1338,1579,0.06746724388641992,188,12,0
69.077863,200,50.736137,0.08333333333333333,0.044291952588895823,69.07786264324778,9798,1359,1602,0.06858278219167374,177,21,2
87.870406,200,51.341532,0.05263157894736842,0.04441702652683529,87.87040638734909,9980,1376,1620,0.06881059882672942,182,17,1
112.6,200,51.929404,0.0,0.044036697247706424,112.59999999999964,10166,1389,1634,0.0684182736284739,186,13,0
109.623094,200,52.62481,0.10526315789473684,0.04476709013914096,109.62309419955683,10348,1404,1652,0.06893996825326729,182,15,2
85.112643,200,53.300794,0.1,0.045454545454545456,85.11264320546086,10529,1421,1671,0.07006043621712432,181,17,2
99.915544,200,55.000972,0.13333333333333333,0.046263345195729534,99.91554397660022,10715,1434,1685,0.07129123549871459,186,13,2
112.6,200,55.598368,0.0,0.04588235294117647,112.59999999999965,10901,1447,1699,0.07049591622141889,186,13,0
116.0,200,56.156734,0.0,0.0456140350877193,115.99999999999962,11091,1455,1709,0.07012970453434585,190,8,0
85.102934,200,56.754092,0.06666666666666667,0.04582366589327146,85.10293430683289,11277,1468,1723,0.0705411986379221,186,13,1
113.8,200,57.354146,0.0,0.04550691244239631,113.79999999999963,11465,1479,1735,0.07004870828785598,188,11,0
84.295995,213,57.960481,0.09090909090909091,0.045819014891179836,97.29599529353091,11655,1488,1745,0.07052006816169211,190,9,1
60.083769,200,58.624849,0.15,0.04702549575070822,60.08376885361199,11836,1507,1764,0.07252328409223498,181,19,3
112.4,200,59.259053,0.0,0.04660303200449186,112.39999999999965,12020,1521,1780,0.07196351427125024,184,14,0
105.2,210,59.839817,0.0,0.046394633873672445,115.19999999999962,12212,1529,1788,0.07178425773492361,192,8,0
69.309166,200,60.567694,0.07692307692307693,0.046640755136035536,69.30916621986283,12400,1541,1800,0.07229713446591336,188,12,1
112.2,200,62.236104,0.0,0.04630650496141125,112.19999999999965,12587,1554,1813,0.07165162577762103,187,13,0
111.6,200,62.867536,0.0,0.045951859956236324,111.59999999999965,12773,1568,1827,0.07119079354448093,186,14,0
112.636474,200,63.496607,0.0625,0.04612045577862181,112.63647379581911,12958,1581,1842,0.07155422379078866,185,13,1
113.2,200,64.120395,0.0,0.045797413793103446,113.19999999999963,13145,1593,1855,0.07088316056017326,187,12,0
114.8,201,64.711721,0.0,0.045503211991434686,115.79999999999964,13333,1602,1867,0.07037663409130773,188,9,0
115.0,200,65.306453,0.0,0.045260915867944625,114.99999999999962,13523,1611,1877,0.06995249687366148,190,9,0
113.4,200,65.900865,0.0,0.044997353096876656,113.39999999999964,13712,1622,1888,0.06960790403104726,189,11,0
110.4,203,66.623803,0.0,0.04473684210526316,113.39999999999964,13901,1633,1899,0.06917822652569917,189,11,0
113.4,200,67.229838,0.0,0.044479330193615906,113.39999999999964,14090,1644,1910,0.06884120135310029,189,11,0
108.2,204,67.856699,0.0,0.04417879417879418,112.19999999999965,14277,1657,1923,0.06834896246274981,187,13,0
113.2,200,69.503806,0.0,0.04388229220443986,113.19999999999965,14464,1669,1936,0.06794884392882307,187,12,0
105.8,208,70.245462,0.0,0.04361210877373012,113.79999999999963,14652,1680,1948,0.06756742709474617,188,11,0
108.0,200,71.05144,0.0,0.043169121381411886,107.99999999999969,14832,1700,1968,0.06695495064905099,180,20,0
110.6,200,71.926994,0.0,0.04275653923541248,110.59999999999967,15013,1717,1987,0.06636702804364296,181,17,0
108.4,206,72.677224,0.0,0.04252126063031516,114.39999999999962,15202,1727,1998,0.06597631754706142,189,10,0
112.0,200,73.318457,0.0,0.04220456802383317,111.99999999999966,15387,1741,2013,0.06545807561314076,185,14,0
117.0,200,73.892828,0.0,0.04210004952947004,116.9999999999996,15582,1746,2018,0.06523471450278101,195,5,0
117.0,200,74.461359,0.0,0.04199604743083004,116.9999999999996,15777,1751,2023,0.06509099721410531,195,5,0
115.6,202,75.159626,0.0,0.041913214990138066,117.5999999999996,15973,1755,2027,0.06499987000026,196,4,0
116.2,200,75.902326,0.0,0.04174852652259332,116.19999999999962,16165,1762,2035,0.06474090689062373,192,7,0
115.2,200,77.743861,0.0,0.041585127201565555,115.19999999999962,16357,1770,2043,0.06448399903968445,192,8,0
113.4,200,78.888124,0.0,0.0413625304136253,113.39999999999964,16546,1781,2054,0.06422912207683384,189,11,0
55.936432,200,80.055304,0.1,0.041666666666666664,55.93643150114006,16737,1790,2063,0.06467453376344846,191,9,1
108.8,200,81.401569,0.0,0.04122722914669223,108.7999999999997,16915,1810,2085,0.06394545394469593,178,20,0
87.346799,200,82.611609,0.07142857142857142,0.041448308718437354,87.34679936333474,17102,1823,2098,0.06426077911852737,187,13,1
27.447302,200,83.881747,0.25,0.04304635761589404,27.44730243912299,17287,1837,2113,0.06665380700189648,185,14,4
107.0,210,84.666783,0.0,0.04294478527607362,116.9999999999996,17482,1842,2118,0.06647606385511647,195,5,0
106.392784,200,85.38915,0.1,0.043233082706766915,106.39278362069943,17673,1851,2127,0.06693199292379044,191,9,1
111.6,200,86.116903,0.0,0.04285048905449464,111.59999999999968,17854,1867,2146,0.06620392684934949,181,16,0
115.2,200,86.707431,0.0,0.04269141531322506,115.19999999999962,18046,1875,2154,0.06603055362784581,192,8,0
113.0,202,88.401525,0.0,0.04249422632794457,114.99999999999962,18236,1884,2164,0.06575993710891001,190,9,0
113.2,200,89.184385,0.0,0.04224058769513315,113.19999999999963,18423,1896,2177,0.06538235713584528,187,12,0
116.4,200,89.924286,0.0,0.04212454212454213,116.39999999999961,18617,1902,2183,0.06527354794092466,194,6,0
115.2,200,90.682733,0.0,0.041970802919708027,115.19999999999962,18809,1910,2191,0.06503304157508921,192,8,0
115.2,200,91.414486,0.0,0.04181818181818182,115.19999999999962,19001,1918,2199,0.06483000031221246,192,8,0
117.6,200,91.992429,0.0,0.041742286751361164,117.5999999999996,19197,1922,2203,0.06478241001576433,196,4,0
97.939359,200,92.630744,0.15384615384615385,0.042418772563176894,97.93935934444487,19385,1934,2215,0.06585175875272026,188,12,2
115.2,200,93.259869,0.0,0.04226618705035971,115.19999999999962,19577,1942,2223,0.0656123852919206,192,8,0
112.6,200,93.919593,0.0,0.0420017873100983,112.59999999999965,19763,1955,2237,0.06526836870661959,186,13,0
116.4,200,94.511446,0.0,0.04188948306595366,116.39999999999961,19957,1961,2243,0.06512706994935964,194,6,0
114.4,200,95.132761,0.0,0.041685144124168516,114.39999999999962,20146,1971,2254,0.06478811057410162,189,10,0
79.785782,200,96.750187,0.1,0.04196113074204947,79.78578212961797,20337,1979,2263,0.06519009610627594,191,8,1
113.2,200,97.362086,0.0,0.041721563460693896,113.19999999999965,20524,1991,2276,0.06486571020844108,187,12,0
105.8,208,98.065115,0.0,0.041502839667977284,113.79999999999964,20712,2002,2288,0.06452171730295686,188,11,0
115.2,200,98.815536,0.0,0.0413582934262081,115.19999999999962,20904,2010,2296,0.064192641237001,192,8,0
117.0,200,99.405469,0.0,0.04126846220677671,116.9999999999996,21099,2015,2301,0.06406869568422734,195,5,0
82.299299,200,100.133874,0.07692307692307693,0.04148660328435609,82.29929855382213,21287,2027,2313,0.06436409495186647,188,12,1
117.2,200,100.936051,0.0,0.041343669250646,117.1999999999996,21479,2033,2321,0.06420730083991502,192,6,0
115.4,201,101.713338,0.0,0.041237113402061855,116.39999999999961,21673,2039,2327,0.06407351263498413,194,6,0
108.750147,200,102.7201,0.05555555555555555,0.04136460554371002,108.75014666903776,21856,2053,2344,0.06424377498488636,183,14,1
99.594924,202,103.528523,0.1,0.041631265930331354,101.59492367927038,22047,2061,2353,0.06459892974823553,191,8,1
115.2,200,105.547275,0.0,0.04149026248941575,115.19999999999962,22239,2069,2361,0.0643783053649157,192,8,0
9.884677,200,106.271749,0.16666666666666666,0.04182509505703422,9.884677455028198,22434,2074,2366,0.06493938138847556,195,5,1
111.8,201,107.040437,0.0,0.0416141235813367,112.79999999999964,22622,2086,2378,0.0646418991484575,188,12,0
75.210714,200,107.776465,0.08333333333333333,0.04184100418410042,75.21071386497498,22811,2097,2389,0.06500073442388245,189,11,1
14.488601,200,108.542363,0.14285714285714285,0.04244694132334582,14.488600716095295,22998,2109,2402,0.06603921015088195,187,12,2
113.2,204,109.218468,0.0,0.04230609705516383,117.1999999999996,23190,2115,2410,0.06581801068830902,192,6,0
78.488256,200,109.834397,0.2727272727272727,0.04337050805452292,78.4882563878494,23380,2125,2420,0.06754491737005108,190,10,3
116.2,200,110.420995,0.0,0.043227665706051875,116.1999999999996,23572,2132,2428,0.06728681294764421,192,7,0
112.710495,200,111.022016,0.125,0.04351395730706076,112.71049522944082,23765,2139,2435,0.06770391043881735,193,7,1
113.2,200,111.63632,0.0,0.04328297264189465,113.19999999999963,23952,2151,2448,0.06735825533884167,187,12,0
49.220293,206,113.290512,0.25,0.043973941368078175,55.220292918654955,24145,2157,2455,0.06849528827974986,193,6,2
115.2,201,113.888702,0.0,0.04383116883116883,116.19999999999962,24337,2164,2463,0.06820401013410184,192,7,0
112.4,200,114.501061,0.0,0.043548387096774194,112.39999999999965,24521,2178,2479,0.067628823177387,184,14,0
112.8,203,115.049605,0.0,0.04342581423401689,115.79999999999961,24714,2185,2486,0.06755213421005311,193,7,0
112.647395,200,115.634909,0.07692307692307693,0.04361744697879152,112.64739486176107,24902,2196,2498,0.06773923131258035,188,11,1
115.2,200,116.216912,0.0,0.043478260869565216,115.19999999999962,25094,2204,2506,0.06748947180270631,192,8,0
66.372204,200,116.83145,0.08333333333333333,0.043685464654487687,66.37220371262,25283,2215,2517,0.06788042184887103,189,11,1
114.6,200,117.496688,0.0,0.04352987732489118,114.59999999999962,25474,2224,2526,0.0676535058046708,191,9,0
115.8,200,118.326991,0.0,0.043409629044988164,115.79999999999961,25667,2231,2533,0.06751379267070266,193,7,0
115.6,200,118.939179,0.0,0.04325599685410932,115.59999999999961,25858,2239,2542,0.06728931714800958,191,8,0
115.6,200,120.914731,0.0,0.04310344827586207,115.59999999999962,26049,2247,2551,0.06703459458265838,191,8,0
114.0,200,121.672612,0.0,0.0429352068696331,113.99999999999963,26239,2257,2561,0.06677130122340735,190,10,0
114.8,201,122.325677,0.0,0.04281821720513818,115.79999999999961,26432,2264,2568,0.0666038761888792,193,7,0
115.2,200,123.014824,0.0,0.042685292976329066,115.19999999999962,26624,2272,2576,0.06636466838746348,192,8,0
113.8,200,123.797683,0.0,0.04248744689069139,113.79999999999964,26812,2283,2588,0.06605522838789495,188,11,0
113.8,200,124.537905,0.0,0.04229142637447136,113.79999999999964,27000,2294,2600,0.06571816032447762,188,11,0
111.8,203,125.280296,0.0,0.04209720627631076,114.79999999999964,27188,2304,2612,0.06547517258485197,188,10,0
113.2,203,126.013128,0.0,0.041968714231209465,116.19999999999962,27380,2311,2620,0.06533425774902729,192,7,0
115.2,200,126.781814,0.0,0.04184100418410042,115.19999999999962,27572,2319,2628,0.06513399979463633,192,8,0
111.0,200,127.565729,0.0,0.0416036308623298,110.99999999999966,27757,2334,2643,0.06474700678396285,185,15,0
114.8,201,128.367334,0.0,0.04149377593360996,115.79999999999961,27950,2341,2650,0.06458956749305853,193,7,0
114.2,201,130.38589,0.0,0.04136893569010906,115.19999999999962,28142,2349,2658,0.06439384182751239,192,8,0
114.6,200,131.181504,0.0,0.04122938530734633,114.59999999999962,28333,2358,2667,0.06418960249267106,191,9,0
110.8,206,131.95383,0.0,0.041121495327102804,116.79999999999961,28526,2364,2674,0.06400592770191611,193,6,0
113.4,200,132.7471,0.0,0.04095309009679821,113.39999999999964,28715,2375,2685,0.06387125958632464,189,11,0
114.6,201,133.525932,0.0,0.04081632653061224,115.59999999999962,28906,2383,2694,0.0636417136242683,191,8,0
113.8,200,134.323078,0.0,0.04063538973032878,113.79999999999963,29094,2394,2706,0.06338543864960679,188,11,0
114.4,200,135.136591,0.0,0.04047093451066961,114.39999999999962,29283,2404,2717,0.06311246939045234,189,10,0
113.8,202,135.893285,0.0,0.04036697247706422,115.79999999999961,29476,2411,2724,0.06304693213628225,193,7,0
89.122291,200,136.52619,0.1,0.04059985369422092,89.12229116381698,29667,2420,2733,0.06338643116662061,191,9,1
113.8,201,137.241098,0.0,0.04042243262927895,114.79999999999964,29855,2430,2745,0.0631345649233776,188,10,0
103.335432,200,139.08994,0.1111111111111111,0.04066811909949165,103.33543232794263,30047,2438,2753,0.06350826707499696,192,8,1
116.2,200,139.83046,0.0,0.04055032585083273,116.1999999999996,30239,2445,2761,0.06332251634612994,192,7,0
114.0,200,140.643671,0.0,0.04040404040404041,113.99999999999963,30429,2455,2771,0.06309185036886147,190,10,0
115.4,201,141.473832,0.0,0.040316774658027354,116.39999999999961,30623,2461,2777,0.06295425566406562,194,6,0
113.4,200,142.198182,0.0,0.040157762638938686,113.39999999999964,30812,2472,2788,0.0626627168412202,189,11,0
111.4,203,142.957929,0.0,0.04,114.39999999999962,31001,2482,2799,0.06240083239539934,189,10,0
114.0,200,143.831805,0.0,0.0398576512455516,113.99999999999963,31191,2492,2809,0.06217682053874133,190,10,0
103.912522,200,144.670611,0.1111111111111111,0.04009936124911285,103.91252204585501,31383,2500,2817,0.06259839192323174,192,8,1
115.2,200,145.413017,0.0,0.0399858457183298,115.19999999999962,31575,2508,2825,0.06244632402640179,192,8,0
109.202274,201,146.216365,0.1,0.04021164021164021,110.20227360169163,31766,2516,2834,0.062829373373168,191,8,1
116.4,201,148.189597,0.0,0.04012671594508976,117.39999999999961,31960,2521,2840,0.06264195647449364,194,5,0
112.8,200,148.811981,0.0,0.03995793901156677,112.79999999999964,32148,2533,2852,0.06245565436106166,188,12,0
100.179841,202,149.469844,0.08333333333333333,0.040153631284916204,102.17984133629082,32337,2543,2863,0.06273782216576601,189,10,1
79.019973,200,150.144526,0.14285714285714285,0.040667361835245046,79.01997278967526,32524,2556,2876,0.06353427274295548,187,13,2
80.603318,200,150.732688,0.16666666666666666,0.04120498614958449,80.60331773963942,32713,2567,2887,0.06436740523959056,189,11,2
112.8,200,151.359396,0.0,0.04096385542168675,112.79999999999967,32896,2581,2904,0.06394775426861664,183,14,0
113.4,200,151.964267,0.0,0.04080932784636488,113.39999999999964,33085,2592,2915,0.06371794924955183,189,11,0
113.8,200,152.722597,0.0,0.04064207650273224,113.79999999999963,33273,2603,2927,0.06355981861323781,188,11,0
114.4,200,153.478281,0.0,0.04048996257230351,114.39999999999962,33462,2613,2938,0.06333278838743181,189,10,0
112.8,200,154.22843,0.0,0.04032531345306676,112.79999999999964,33650,2625,2950,0.06299526783920766,188,12,0
88.444821,200,156.157492,0.15384615384615385,0.04083698953763078,88.44482057435116,33838,2637,2962,0.06372273950714741,188,12,2
113.4,200,156.744866,0.0,0.04068594485541358,113.39999999999964,34027,2648,2973,0.06347264383185298,189,11,0
71.31095,200,157.466637,0.15384615384615385,0.041192230408573345,71.3109495735973,34215,2659,2985,0.06432030161771626,188,11,2
93.298341,200,158.237201,0.18181818181818182,0.04172229639519359,93.29834114402716,34405,2669,2995,0.06512680928318883,190,10,2
14.00584,200,158.848825,0.125,0.04195804195804196,14.005840206387516,34598,2676,3002,0.06554950998725202,193,7,1
115.2,200,159.431075,0.0,0.041846562603786115,115.19999999999962,34790,2684,3010,0.06542672541246265,192,8,0
76.293379,201,160.028805,0.07692307692307693,0.04201124710552431,77.29337907867583,34978,2695,3022,0.06572448243636524,188,11,1
115.4,200,160.642493,0.0,0.04185893210283454,115.39999999999962,35167,2704,3033,0.06549745516479984,189,9,0
115.4,201,161.279513,0.0,0.04177631578947368,116.39999999999961,35361,2710,3039,0.06536718991356416,194,6,0
113.0,201,161.899272,0.0,0.04163934426229508,113.99999999999963,35551,2720,3049,0.06517706877701114,190,10,0
114.0,200,163.541047,0.0,0.04150326797385621,113.99999999999963,35741,2730,3059,0.0650394920323324,190,10,0
113.2,200,164.328625,0.0,0.041327692808330624,113.19999999999965,35928,2742,3072,0.06477458313679788,187,12,0
115.8,200,165.078329,0.0,0.041233766233766234,115.79999999999961,36121,2749,3079,0.06466413344158782,193,7,0
108.8,204,165.76363,0.0,0.04107373868046572,112.79999999999964,36309,2761,3091,0.06443593721613225,188,12,0
113.4,200,166.370538,0.0,0.04092813406380922,113.39999999999964,36498,2772,3102,0.06419262474918652,189,11,0
115.8,201,166.966771,0.0,0.04083601286173633,116.79999999999961,36691,2778,3109,0.06405916832228649,193,6,0
114.0,200,167.577532,0.0,0.040705128205128206,113.99999999999963,36881,2788,3119,0.06385174996535427,190,10,0
12.51028,200,168.199468,0.36363636363636365,0.041853035143769965,12.510280256247086,37071,2797,3129,0.06566039001497675,190,9,4
115.2,200,168.844483,0.0,0.04174633524537922,115.19999999999962,37263,2805,3137,0.06546615374128135,192,8,0
115.8,200,169.450557,0.0,0.04165341812400636,115.79999999999961,37456,2812,3144,0.06535687550478235,193,7,0
99.3161,200,170.117759,0.1875,0.04240506329113924,99.31610012897296,37641,2826,3159,0.06618108319779839,185,14,3
115.8,200,171.725391,0.0,0.04231133564887907,115.79999999999961,37834,2833,3166,0.06602081822480471,193,7,0
61.077751,200,172.328251,0.07692307692307693,0.04246618433469645,61.07775078222164,38022,2843,3178,0.06630246881434165,188,10,1
114.0,200,172.937342,0.0,0.04233301975540922,113.99999999999963,38212,2853,3188,0.06611771232715348,190,10,0
111.0,200,173.722613,0.0,0.042134831460674156,110.99999999999966,38397,2868,3203,0.06584250019866271,185,15,0
85.105503,200,174.399086,0.2,0.04263927793339558,85.10550281879527,38588,2876,3212,0.06664981558121783,191,8,2
114.6,200,175.150468,0.0,0.04252017380509,114.59999999999962,38779,2885,3221,0.06647426756018116,191,9,0
112.4,201,175.876185,0.0,0.04237550262913702,113.39999999999964,38968,2896,3232,0.06630793655956892,189,11,0
115.6,200,176.594431,0.0,0.04225786551511413,115.59999999999961,39159,2904,3241,0.06603530272202501,191,8,0
113.4,201,177.318202,0.0,0.04211497079618813,114.39999999999964,39348,2914,3252,0.06579755953127309,189,10,0
72.241816,200,178.035743,0.09090909090909091,0.042292368985596074,72.24181617336914,39538,2924,3262,0.0660890271175407,190,10,1
112.2,200,179.859177,0.0,0.04212454212454213,112.19999999999965,39725,2937,3275,0.06581209537577597,187,13,0
113.2,200,180.486338,0.0,0.04195804195804196,113.19999999999965,39912,2949,3288,0.0656099451898941,187,12,0
113.4,200,181.251177,0.0,0.04181818181818182,113.39999999999964,40101,2960,3299,0.06537700125244705,189,11,0
115.8,200,181.850124,0.0,0.04172966434835198,115.79999999999961,40294,2967,3306,0.06524918713442432,193,7,0
113.8,200,182.472367,0.0,0.04157878879180476,113.79999999999963,40482,2978,3318,0.0650108777564186,188,11,0
22.660192,200,183.077054,0.125,0.0417919422730006,22.66019216874046,40675,2985,3325,0.06532289300280111,193,7,1
113.4,200,183.711861,0.0,0.041654180401558286,113.39999999999964,40864,2996,3336,0.06511732617123436,189,11,0
111.961216,200,184.330766,0.09090909090909091,0.041828503137137735,111.96121551379422,41054,3005,3346,0.06540356533900647,190,9,1
112.0,200,184.963948,0.0,0.04164187983343248,111.99999999999964,41239,3019,3361,0.06507376026682643,185,14,0
113.4,200,185.559371,0.0,0.04150607767565965,113.39999999999964,41428,3030,3372,0.06484797218476647,189,11,0
114.2,201,187.181819,0.0,0.041407867494824016,115.19999999999962,41620,3038,3380,0.0646931669931165,192,8,0
103.183894,200,187.970938,0.05263157894736842,0.04148278905560459,103.1838941017435,41802,3054,3398,0.06486864100197101,182,16,1
116.8,200,188.728753,0.0,0.041397533763945976,116.7999999999996,41995,3060,3405,0.06476860644293424,193,6,0
112.8,200,189.526414,0.0,0.04125219426565243,112.79999999999964,42183,3072,3417,0.06456182504218394,188,12,0
92.952411,200,190.31887,0.14285714285714285,0.04167881084232002,92.95241063101301,42370,3085,3430,0.06519940543791286,187,13,2
113.4,201,191.072977,0.0,0.04154561301568855,114.39999999999964,42559,3095,3441,0.06497763901285596,189,10,0
118.0,200,191.770496,0.0,0.041485349579344355,117.9999999999996,42754,3099,3446,0.06487111841789413,195,4,0
92.85004,200,192.372074,0.1,0.041666666666666664,92.85003977629985,42945,3107,3455,0.06515639285801862,191,8,1
113.6,201,192.989089,0.0,0.04155844155844156,114.59999999999962,43136,3116,3464,0.06495161802861363,191,9,0
113.4,200,193.732652,0.0,0.04142692750287687,113.39999999999964,43325,3127,3475,0.0647331035578845,189,11,0
116.6,200,195.633274,0.0,0.04131994261119082,116.59999999999961,43516,3134,3484,0.06453097660347334,191,7,0
112.4,201,196.289836,0.0,0.041189931350114416,113.39999999999964,43705,3145,3495,0.06431527856699104,189,11,0
115.0,202,196.912222,0.0,0.04113110539845758,116.9999999999996,43900,3150,3500,0.06423383880069207,195,5,0
112.857551,200,197.502565,0.09090909090909091,0.04129877527769866,112.85755087468723,44090,3160,3510,0.06448644350379402,190,10,1
100.936326,200,198.08175,0.09090909090909091,0.04146549275773928,100.93632584718891,44280,3169,3520,0.0648264061088007,190,9,1
